"Perioden";"Leeftijd";"Totaal mannen en vrouwen";"Mannen";"Vrouwen"
"1993";"19 jaar";"207739";"105382";"102357"
"1993";"20 jaar";"228421";"115627";"112794"
"1993";"21 jaar";"243254";"123798";"119456"
"1993";"22 jaar";"255774";"130186";"125588"
"1993";"23 jaar";"264880";"135316";"129564"
"1993";"24 jaar";"254477";"129705";"124772"
"1993";"25 jaar";"254199";"130304";"123895"
"1993";"26 jaar";"256865";"131849";"125016"
"1993";"27 jaar";"262634";"135151";"127483"
"1993";"28 jaar";"268688";"138106";"130582"
"1993";"29 jaar";"265598";"136362";"129236"
"1993";"30 jaar";"261489";"133767";"127722"
"1993";"31 jaar";"260283";"132765";"127518"
"1993";"32 jaar";"254192";"130198";"123994"
"1993";"33 jaar";"253514";"129333";"124181"
"1993";"34 jaar";"247148";"125955";"121193"
"1993";"35 jaar";"243242";"123818";"119424"
"1993";"36 jaar";"240274";"122590";"117684"
"1993";"37 jaar";"235472";"119277";"116195"
"1993";"38 jaar";"233172";"118781";"114391"
"1993";"39 jaar";"231086";"117602";"113484"
"1993";"40 jaar";"231916";"118285";"113631"
"1993";"41 jaar";"225119";"114880";"110239"
"1993";"42 jaar";"227178";"115978";"111200"
"1993";"43 jaar";"231022";"118082";"112940"
"1993";"44 jaar";"239236";"122641";"116595"
"1993";"45 jaar";"252580";"129040";"123540"
"1993";"46 jaar";"261084";"133908";"127176"
"1993";"47 jaar";"188339";"96415";"91924"
"1993";"48 jaar";"197292";"100936";"96356"
"1993";"49 jaar";"187555";"96324";"91231"
"1993";"50 jaar";"172921";"88770";"84151"
"1993";"51 jaar";"165022";"84504";"80518"
"1993";"52 jaar";"169060";"86092";"82968"
"1993";"53 jaar";"162874";"82452";"80422"
"1993";"54 jaar";"159480";"80806";"78674"
"1993";"55 jaar";"150133";"75631";"74502"
"1993";"56 jaar";"149138";"75013";"74125"
"1993";"57 jaar";"145735";"72865";"72870"
"1993";"58 jaar";"144178";"71630";"72548"
"1993";"59 jaar";"140884";"69586";"71298"
"1993";"60 jaar";"143713";"70448";"73265"
"1993";"61 jaar";"139889";"68045";"71844"
"1993";"62 jaar";"141361";"68438";"72923"
"1993";"63 jaar";"134132";"64081";"70051"
"1993";"64 jaar";"132682";"62536";"70146"
"1993";"65 jaar";"126760";"59395";"67365"
"1993";"66 jaar";"125794";"58296";"67498"
"1993";"67 jaar";"123362";"56256";"67106"
"1993";"68 jaar";"122486";"54876";"67610"
"1993";"69 jaar";"122591";"54634";"67957"
"1993";"70 jaar";"116505";"51316";"65189"
"1993";"71 jaar";"114148";"49322";"64826"
"1993";"72 jaar";"112495";"47966";"64529"
"1993";"73 jaar";"91815";"38631";"53184"
"1993";"74 jaar";"85457";"34943";"50514"
"1993";"75 jaar";"84819";"34159";"50660"
"1993";"76 jaar";"81125";"31719";"49406"
"1993";"77 jaar";"75995";"29155";"46840"
"1993";"78 jaar";"75696";"28329";"47367"
"1993";"79 jaar";"70088";"25506";"44582"
"1993";"80 jaar";"64586";"22818";"41768"
"1993";"81 jaar";"56027";"18921";"37106"
"1993";"82 jaar";"51811";"16991";"34820"
"1993";"83 jaar";"47879";"14990";"32889"
"1993";"84 jaar";"42297";"12871";"29426"
"1993";"85 jaar";"36854";"10770";"26084"
"1993";"86 jaar";"31423";"8820";"22603"
"1993";"87 jaar";"26990";"7376";"19614"
"1993";"88 jaar";"22688";"6142";"16546"
"1993";"89 jaar";"18351";"4807";"13544"
"1993";"90 jaar";"14970";"3755";"11215"
"1993";"91 jaar";"11869";"2932";"8937"
"1993";"92 jaar";"8735";"2109";"6626"
"1993";"93 jaar";"6689";"1594";"5095"
"1993";"94 jaar";"4839";"1087";"3752"
"1993";"95 jaar of ouder";"10383";"2384";"7999"
"1993";"95 jaar";".";".";"."
"1993";"96 jaar";".";".";"."
"1993";"97 jaar";".";".";"."
"1993";"98 jaar";".";".";"."
"1993";"99 jaar";".";".";"."
"1993";"100 jaar";".";".";"."
"1993";"101 jaar";".";".";"."
"1993";"102 jaar";".";".";"."
"1993";"103 jaar";".";".";"."
"1993";"104 jaar";".";".";"."
"1993";"105 jaar of ouder";".";".";"."
"1994";"Totaal";"15341553";"7585887";"7755666"
"1994";"0 jaar";"194974";"99656";"95318"
"1994";"1 jaar";"196679";"100738";"95941"
"1994";"2 jaar";"199385";"101893";"97492"
"1994";"3 jaar";"199496";"102275";"97221"
"1994";"4 jaar";"191282";"97518";"93764"
"1994";"5 jaar";"189359";"96815";"92544"
"1994";"6 jaar";"190132";"97460";"92672"
"1994";"7 jaar";"188501";"95876";"92625"
"1994";"8 jaar";"183153";"93497";"89656"
"1994";"9 jaar";"179560";"91959";"87601"
"1994";"10 jaar";"175259";"89534";"85725"
"1994";"11 jaar";"177008";"90592";"86416"
"1994";"12 jaar";"183198";"93313";"89885"
"1994";"13 jaar";"186514";"95516";"90998"
"1994";"14 jaar";"181232";"92608";"88624"
"1994";"15 jaar";"182400";"93361";"89039"
"1994";"16 jaar";"180781";"92467";"88314"
"1994";"17 jaar";"185052";"95063";"89989"
"1994";"18 jaar";"188183";"95892";"92291"
"1994";"19 jaar";"199006";"101243";"97763"
"1994";"20 jaar";"209390";"105939";"103451"
"1994";"21 jaar";"230267";"116395";"113872"
"1994";"22 jaar";"245005";"124652";"120353"
"1994";"23 jaar";"257846";"131309";"126537"
"1994";"24 jaar";"266726";"136381";"130345"
"1994";"25 jaar";"256139";"130605";"125534"
"1994";"26 jaar";"255511";"130997";"124514"
"1994";"27 jaar";"258237";"132566";"125671"
"1994";"28 jaar";"263997";"135868";"128129"
"1994";"29 jaar";"269806";"138578";"131228"
"1994";"30 jaar";"266255";"136567";"129688"
"1994";"31 jaar";"262207";"134064";"128143"
"1994";"32 jaar";"260811";"133025";"127786"
"1994";"33 jaar";"254828";"130391";"124437"
"1994";"34 jaar";"253818";"129317";"124501"
"1994";"35 jaar";"247632";"126118";"121514"
"1994";"36 jaar";"243646";"123884";"119762"
"1994";"37 jaar";"240437";"122569";"117868"
"1994";"38 jaar";"235649";"119336";"116313"
"1994";"39 jaar";"233223";"118670";"114553"
"1994";"40 jaar";"231018";"117453";"113565"
"1994";"41 jaar";"231925";"118143";"113782"
"1994";"42 jaar";"225033";"114776";"110257"
"1994";"43 jaar";"226957";"115756";"111201"
"1994";"44 jaar";"230873";"117945";"112928"
"1994";"45 jaar";"238914";"122385";"116529"
"1994";"46 jaar";"252102";"128651";"123451"
"1994";"47 jaar";"260454";"133516";"126938"
"1994";"48 jaar";"187851";"96077";"91774"
"1994";"49 jaar";"196706";"100536";"96170"
"1994";"50 jaar";"186799";"95812";"90987"
"1994";"51 jaar";"172291";"88307";"83984"
"1994";"52 jaar";"164334";"84047";"80287"
"1994";"53 jaar";"168280";"85561";"82719"
"1994";"54 jaar";"162106";"81906";"80200"
"1994";"55 jaar";"158636";"80255";"78381"
"1994";"56 jaar";"149201";"75013";"74188"
"1994";"57 jaar";"148077";"74305";"73772"
"1994";"58 jaar";"144576";"72091";"72485"
"1994";"59 jaar";"142883";"70780";"72103"
"1994";"60 jaar";"139525";"68649";"70876"
"1994";"61 jaar";"142287";"69509";"72778"
"1994";"62 jaar";"138302";"67027";"71275"
"1994";"63 jaar";"139543";"67226";"72317"
"1994";"64 jaar";"132302";"62851";"69451"
"1994";"65 jaar";"130684";"61198";"69486"
"1994";"66 jaar";"124643";"57984";"66659"
"1994";"67 jaar";"123453";"56775";"66678"
"1994";"68 jaar";"120793";"54563";"66230"
"1994";"69 jaar";"119849";"53212";"66637"
"1994";"70 jaar";"119655";"52769";"66886"
"1994";"71 jaar";"113351";"49343";"64008"
"1994";"72 jaar";"110743";"47164";"63579"
"1994";"73 jaar";"108726";"45682";"63044"
"1994";"74 jaar";"88471";"36594";"51877"
"1994";"75 jaar";"82070";"32919";"49151"
"1994";"76 jaar";"81044";"31977";"49067"
"1994";"77 jaar";"77154";"29465";"47689"
"1994";"78 jaar";"71882";"26923";"44959"
"1994";"79 jaar";"71181";"25897";"45284"
"1994";"80 jaar";"65501";"23157";"42344"
"1994";"81 jaar";"59811";"20446";"39365"
"1994";"82 jaar";"51359";"16797";"34562"
"1994";"83 jaar";"47285";"14978";"32307"
"1994";"84 jaar";"43057";"12931";"30126"
"1994";"85 jaar";"37582";"11020";"26562"
"1994";"86 jaar";"32362";"9039";"23323"
"1994";"87 jaar";"27231";"7372";"19859"
"1994";"88 jaar";"22934";"6019";"16915"
"1994";"89 jaar";"18930";"4855";"14075"
"1994";"90 jaar";"14978";"3700";"11278"
"1994";"91 jaar";"11947";"2854";"9093"
"1994";"92 jaar";"9256";"2191";"7065"
"1994";"93 jaar";"6660";"1521";"5139"
"1994";"94 jaar";"4980";"1141";"3839"
"1994";"95 jaar of ouder";"10422";"2317";"8105"
"1994";"95 jaar";".";".";"."
"1994";"96 jaar";".";".";"."
"1994";"97 jaar";".";".";"."
"1994";"98 jaar";".";".";"."
"1994";"99 jaar";".";".";"."
"1994";"100 jaar";".";".";"."
"1994";"101 jaar";".";".";"."
"1994";"102 jaar";".";".";"."
"1994";"103 jaar";".";".";"."
"1994";"104 jaar";".";".";"."
"1994";"105 jaar of ouder";".";".";"."
"1995";"Totaal";"15424122";"7627482";"7796640"
"1995";"0 jaar";"195920";"100285";"95635"
"1995";"1 jaar";"195419";"99816";"95603"
"1995";"2 jaar";"197233";"101088";"96145"
"1995";"3 jaar";"200037";"102201";"97836"
"1995";"4 jaar";"200100";"102571";"97529"
"1995";"5 jaar";"191897";"97835";"94062"
"1995";"6 jaar";"189858";"97068";"92790"
"1995";"7 jaar";"190724";"97776";"92948"
"1995";"8 jaar";"189086";"96207";"92879"
"1995";"9 jaar";"183723";"93721";"90002"
"1995";"10 jaar";"180099";"92223";"87876"
"1995";"11 jaar";"175828";"89843";"85985"
"1995";"12 jaar";"177571";"90876";"86695"
"1995";"13 jaar";"183791";"93644";"90147"
"1995";"14 jaar";"187081";"95796";"91285"
"1995";"15 jaar";"181750";"92874";"88876"
"1995";"16 jaar";"183156";"93755";"89401"
"1995";"17 jaar";"181708";"92952";"88756"
"1995";"18 jaar";"186019";"95454";"90565"
"1995";"19 jaar";"189155";"96130";"93025"
"1995";"20 jaar";"199909";"101499";"98410"
"1995";"21 jaar";"210155";"106215";"103940"
"1995";"22 jaar";"231042";"116786";"114256"
"1995";"23 jaar";"245679";"124974";"120705"
"1995";"24 jaar";"258405";"131643";"126762"
"1995";"25 jaar";"267260";"136607";"130653"
"1995";"26 jaar";"256564";"130897";"125667"
"1995";"27 jaar";"255645";"131060";"124585"
"1995";"28 jaar";"258312";"132559";"125753"
"1995";"29 jaar";"264152";"135916";"128236"
"1995";"30 jaar";"269893";"138591";"131302"
"1995";"31 jaar";"266309";"136543";"129766"
"1995";"32 jaar";"262123";"133929";"128194"
"1995";"33 jaar";"260836";"132986";"127850"
"1995";"34 jaar";"254575";"130087";"124488"
"1995";"35 jaar";"253637";"129103";"124534"
"1995";"36 jaar";"247474";"125945";"121529"
"1995";"37 jaar";"243419";"123651";"119768"
"1995";"38 jaar";"240284";"122373";"117911"
"1995";"39 jaar";"235480";"119179";"116301"
"1995";"40 jaar";"232907";"118389";"114518"
"1995";"41 jaar";"230739";"117254";"113485"
"1995";"42 jaar";"231649";"117938";"113711"
"1995";"43 jaar";"224579";"114492";"110087"
"1995";"44 jaar";"226519";"115434";"111085"
"1995";"45 jaar";"230375";"117620";"112755"
"1995";"46 jaar";"238313";"122023";"116290"
"1995";"47 jaar";"251401";"128228";"123173"
"1995";"48 jaar";"259660";"133012";"126648"
"1995";"49 jaar";"187261";"95737";"91524"
"1995";"50 jaar";"195923";"100072";"95851"
"1995";"51 jaar";"185965";"95259";"90706"
"1995";"52 jaar";"171542";"87883";"83659"
"1995";"53 jaar";"163489";"83455";"80034"
"1995";"54 jaar";"167346";"85020";"82326"
"1995";"55 jaar";"161177";"81331";"79846"
"1995";"56 jaar";"157604";"79626";"77978"
"1995";"57 jaar";"148104";"74308";"73796"
"1995";"58 jaar";"146859";"73516";"73343"
"1995";"59 jaar";"143379";"71321";"72058"
"1995";"60 jaar";"141537";"69927";"71610"
"1995";"61 jaar";"138059";"67697";"70362"
"1995";"62 jaar";"140663";"68444";"72219"
"1995";"63 jaar";"136570";"65885";"70685"
"1995";"64 jaar";"137618";"65960";"71658"
"1995";"65 jaar";"130313";"61551";"68762"
"1995";"66 jaar";"128578";"59849";"68729"
"1995";"67 jaar";"122430";"56563";"65867"
"1995";"68 jaar";"120995";"55175";"65820"
"1995";"69 jaar";"118211";"52909";"65302"
"1995";"70 jaar";"117016";"51398";"65618"
"1995";"71 jaar";"116543";"50848";"65695"
"1995";"72 jaar";"110062";"47304";"62758"
"1995";"73 jaar";"107245";"45020";"62225"
"1995";"74 jaar";"104832";"43392";"61440"
"1995";"75 jaar";"84978";"34527";"50451"
"1995";"76 jaar";"78503";"30885";"47618"
"1995";"77 jaar";"77263";"29874";"47389"
"1995";"78 jaar";"73164";"27331";"45833"
"1995";"79 jaar";"67686";"24712";"42974"
"1995";"80 jaar";"66677";"23624";"43053"
"1995";"81 jaar";"60933";"20929";"40004"
"1995";"82 jaar";"55115";"18251";"36864"
"1995";"83 jaar";"46975";"14853";"32122"
"1995";"84 jaar";"42861";"13009";"29852"
"1995";"85 jaar";"38425";"11116";"27309"
"1995";"86 jaar";"33307";"9443";"23864"
"1995";"87 jaar";"28351";"7616";"20735"
"1995";"88 jaar";"23444";"6073";"17371"
"1995";"89 jaar";"19413";"4896";"14517"
"1995";"90 jaar";"15657";"3819";"11838"
"1995";"91 jaar";"12236";"2899";"9337"
"1995";"92 jaar";"9444";"2170";"7274"
"1995";"93 jaar";"7234";"1630";"5604"
"1995";"94 jaar";"5010";"1097";"3913"
"1995";"95 jaar of ouder";"10675";"2230";"8445"
"1995";"95 jaar";".";".";"."
"1995";"96 jaar";".";".";"."
"1995";"97 jaar";".";".";"."
"1995";"98 jaar";".";".";"."
"1995";"99 jaar";".";".";"."
"1995";"100 jaar";".";".";"."
"1995";"101 jaar";".";".";"."
"1995";"102 jaar";".";".";"."
"1995";"103 jaar";".";".";"."
"1995";"104 jaar";".";".";"."
"1995";"105 jaar of ouder";".";".";"."
"1996";"Totaal";"15493889";"7662289";"7831600"
"1996";"0 jaar";"190736";"97614";"93122"
"1996";"1 jaar";"196319";"100437";"95882"
"1996";"2 jaar";"195818";"100043";"95775"
"1996";"3 jaar";"197554";"101225";"96329"
"1996";"4 jaar";"200479";"102416";"98063"
"1996";"5 jaar";"200452";"102800";"97652"
"1996";"6 jaar";"192334";"98061";"94273"
"1996";"7 jaar";"190274";"97276";"92998"
"1996";"8 jaar";"191176";"98060";"93116"
"1996";"9 jaar";"189551";"96474";"93077"
"1996";"10 jaar";"184141";"93931";"90210"
"1996";"11 jaar";"180501";"92436";"88065"
"1996";"12 jaar";"176312";"90096";"86216"
"1996";"13 jaar";"177981";"91129";"86852"
"1996";"14 jaar";"184192";"93839";"90353"
"1996";"15 jaar";"187607";"96130";"91477"
"1996";"16 jaar";"182420";"93254";"89166"
"1996";"17 jaar";"184013";"94336";"89677"
"1996";"18 jaar";"182741";"93496";"89245"
"1996";"19 jaar";"187008";"95790";"91218"
"1996";"20 jaar";"189950";"96334";"93616"
"1996";"21 jaar";"200824";"101810";"99014"
"1996";"22 jaar";"210937";"106568";"104369"
"1996";"23 jaar";"231911";"117235";"114676"
"1996";"24 jaar";"246337";"125270";"121067"
"1996";"25 jaar";"258934";"131959";"126975"
"1996";"26 jaar";"267540";"136719";"130821"
"1996";"27 jaar";"256883";"131059";"125824"
"1996";"28 jaar";"255833";"131043";"124790"
"1996";"29 jaar";"258460";"132625";"125835"
"1996";"30 jaar";"264065";"135815";"128250"
"1996";"31 jaar";"269783";"138437";"131346"
"1996";"32 jaar";"266100";"136367";"129733"
"1996";"33 jaar";"261910";"133700";"128210"
"1996";"34 jaar";"260471";"132675";"127796"
"1996";"35 jaar";"254428";"129859";"124569"
"1996";"36 jaar";"253383";"128832";"124551"
"1996";"37 jaar";"247191";"125620";"121571"
"1996";"38 jaar";"243122";"123411";"119711"
"1996";"39 jaar";"239977";"122119";"117858"
"1996";"40 jaar";"235038";"118797";"116241"
"1996";"41 jaar";"232561";"118109";"114452"
"1996";"42 jaar";"230328";"117009";"113319"
"1996";"43 jaar";"231082";"117490";"113592"
"1996";"44 jaar";"224143";"114188";"109955"
"1996";"45 jaar";"225996";"115095";"110901"
"1996";"46 jaar";"229800";"117259";"112541"
"1996";"47 jaar";"237575";"121508";"116067"
"1996";"48 jaar";"250578";"127680";"122898"
"1996";"49 jaar";"258717";"132434";"126283"
"1996";"50 jaar";"186491";"95269";"91222"
"1996";"51 jaar";"194939";"99451";"95488"
"1996";"52 jaar";"185019";"94644";"90375"
"1996";"53 jaar";"170653";"87307";"83346"
"1996";"54 jaar";"162571";"82874";"79697"
"1996";"55 jaar";"166468";"84442";"82026"
"1996";"56 jaar";"160150";"80641";"79509"
"1996";"57 jaar";"156496";"78882";"77614"
"1996";"58 jaar";"146938";"73541";"73397"
"1996";"59 jaar";"145615";"72731";"72884"
"1996";"60 jaar";"142009";"70457";"71552"
"1996";"61 jaar";"140035";"68921";"71114"
"1996";"62 jaar";"136545";"66705";"69840"
"1996";"63 jaar";"138905";"67289";"71616"
"1996";"64 jaar";"134716";"64667";"70049"
"1996";"65 jaar";"135449";"64528";"70921"
"1996";"66 jaar";"128037";"60065";"67972"
"1996";"67 jaar";"126195";"58313";"67882"
"1996";"68 jaar";"119919";"54999";"64920"
"1996";"69 jaar";"118316";"53493";"64823"
"1996";"70 jaar";"115319";"51084";"64235"
"1996";"71 jaar";"114018";"49496";"64522"
"1996";"72 jaar";"113133";"48738";"64395"
"1996";"73 jaar";"106646";"45196";"61450"
"1996";"74 jaar";"103521";"42752";"60769"
"1996";"75 jaar";"100778";"41008";"59770"
"1996";"76 jaar";"81240";"32388";"48852"
"1996";"77 jaar";"74759";"28784";"45975"
"1996";"78 jaar";"73146";"27611";"45535"
"1996";"79 jaar";"68921";"25072";"43849"
"1996";"80 jaar";"63422";"22524";"40898"
"1996";"81 jaar";"61967";"21320";"40647"
"1996";"82 jaar";"56104";"18620";"37484"
"1996";"83 jaar";"50199";"16013";"34186"
"1996";"84 jaar";"42457";"12954";"29503"
"1996";"85 jaar";"38376";"11227";"27149"
"1996";"86 jaar";"33901";"9425";"24476"
"1996";"87 jaar";"28980";"7879";"21101"
"1996";"88 jaar";"24204";"6206";"17998"
"1996";"89 jaar";"19824";"4900";"14924"
"1996";"90 jaar";"16003";"3881";"12122"
"1996";"91 jaar";"12686";"2941";"9745"
"1996";"92 jaar";"9669";"2208";"7461"
"1996";"93 jaar";"7363";"1634";"5729"
"1996";"94 jaar";"5525";"1184";"4341"
"1996";"95 jaar of ouder";"10796";"2156";"8640"
"1996";"95 jaar";".";".";"."
"1996";"96 jaar";".";".";"."
"1996";"97 jaar";".";".";"."
"1996";"98 jaar";".";".";"."
"1996";"99 jaar";".";".";"."
"1996";"100 jaar";".";".";"."
"1996";"101 jaar";".";".";"."
"1996";"102 jaar";".";".";"."
"1996";"103 jaar";".";".";"."
"1996";"104 jaar";".";".";"."
"1996";"105 jaar of ouder";".";".";"."
"1997";"Totaal";"15567107";"7696803";"7870304"
"1997";"0 jaar";"190218";"97867";"92351"
"1997";"1 jaar";"191467";"97879";"93588"
"1997";"2 jaar";"196786";"100674";"96112"
"1997";"3 jaar";"196222";"100243";"95979"
"1997";"4 jaar";"198070";"101508";"96562"
"1997";"5 jaar";"200887";"102606";"98281"
"1997";"6 jaar";"200966";"103031";"97935"
"1997";"7 jaar";"192892";"98342";"94550"
"1997";"8 jaar";"190798";"97554";"93244"
"1997";"9 jaar";"191678";"98306";"93372"
"1997";"10 jaar";"190170";"96822";"93348"
"1997";"11 jaar";"184745";"94245";"90500"
"1997";"12 jaar";"181090";"92783";"88307"
"1997";"13 jaar";"176792";"90368";"86424"
"1997";"14 jaar";"178572";"91434";"87138"
"1997";"15 jaar";"184805";"94228";"90577"
"1997";"16 jaar";"188425";"96643";"91782"
"1997";"17 jaar";"183295";"93828";"89467"
"1997";"18 jaar";"185170";"94772";"90398"
"1997";"19 jaar";"184316";"93869";"90447"
"1997";"20 jaar";"188198";"96097";"92101"
"1997";"21 jaar";"191161";"96672";"94489"
"1997";"22 jaar";"202241";"102315";"99926"
"1997";"23 jaar";"212349";"107128";"105221"
"1997";"24 jaar";"233359";"117841";"115518"
"1997";"25 jaar";"247347";"125622";"121725"
"1997";"26 jaar";"259938";"132392";"127546"
"1997";"27 jaar";"268359";"137051";"131308"
"1997";"28 jaar";"257403";"131260";"126143"
"1997";"29 jaar";"256133";"131068";"125065"
"1997";"30 jaar";"258603";"132597";"126006"
"1997";"31 jaar";"263879";"135551";"128328"
"1997";"32 jaar";"269761";"138277";"131484"
"1997";"33 jaar";"266015";"136139";"129876"
"1997";"34 jaar";"261670";"133380";"128290"
"1997";"35 jaar";"260190";"132290";"127900"
"1997";"36 jaar";"254190";"129551";"124639"
"1997";"37 jaar";"252866";"128351";"124515"
"1997";"38 jaar";"246795";"125272";"121523"
"1997";"39 jaar";"242738";"123066";"119672"
"1997";"40 jaar";"239526";"121755";"117771"
"1997";"41 jaar";"234534";"118354";"116180"
"1997";"42 jaar";"232026";"117703";"114323"
"1997";"43 jaar";"229636";"116515";"113121"
"1997";"44 jaar";"230517";"117098";"113419"
"1997";"45 jaar";"223536";"113809";"109727"
"1997";"46 jaar";"225366";"114661";"110705"
"1997";"47 jaar";"228963";"116678";"112285"
"1997";"48 jaar";"236638";"120860";"115778"
"1997";"49 jaar";"249582";"127085";"122497"
"1997";"50 jaar";"257600";"131750";"125850"
"1997";"51 jaar";"185513";"94545";"90968"
"1997";"52 jaar";"193890";"98789";"95101"
"1997";"53 jaar";"183932";"93933";"89999"
"1997";"54 jaar";"169676";"86648";"83028"
"1997";"55 jaar";"161555";"82255";"79300"
"1997";"56 jaar";"165368";"83681";"81687"
"1997";"57 jaar";"158977";"79878";"79099"
"1997";"58 jaar";"155177";"78003";"77174"
"1997";"59 jaar";"145701";"72751";"72950"
"1997";"60 jaar";"144166";"71738";"72428"
"1997";"61 jaar";"140463";"69441";"71022"
"1997";"62 jaar";"138574";"67958";"70616"
"1997";"63 jaar";"134779";"65571";"69208"
"1997";"64 jaar";"137014";"66016";"70998"
"1997";"65 jaar";"132686";"63299";"69387"
"1997";"66 jaar";"133232";"63089";"70143"
"1997";"67 jaar";"125593";"58484";"67109"
"1997";"68 jaar";"123624";"56703";"66921"
"1997";"69 jaar";"117280";"53334";"63946"
"1997";"70 jaar";"115578";"51805";"63773"
"1997";"71 jaar";"112221";"49155";"63066"
"1997";"72 jaar";"110750";"47490";"63260"
"1997";"73 jaar";"109501";"46494";"63007"
"1997";"74 jaar";"102885";"42955";"59930"
"1997";"75 jaar";"99589";"40445";"59144"
"1997";"76 jaar";"96362";"38476";"57886"
"1997";"77 jaar";"77389";"30187";"47202"
"1997";"78 jaar";"70804";"26601";"44203"
"1997";"79 jaar";"68926";"25292";"43634"
"1997";"80 jaar";"64375";"22769";"41606"
"1997";"81 jaar";"59026";"20398";"38628"
"1997";"82 jaar";"57225";"19082";"38143"
"1997";"83 jaar";"51092";"16380";"34712"
"1997";"84 jaar";"45350";"13926";"31424"
"1997";"85 jaar";"37970";"11128";"26842"
"1997";"86 jaar";"33872";"9533";"24339"
"1997";"87 jaar";"29527";"7817";"21710"
"1997";"88 jaar";"24821";"6453";"18368"
"1997";"89 jaar";"20363";"4996";"15367"
"1997";"90 jaar";"16383";"3876";"12507"
"1997";"91 jaar";"12980";"2983";"9997"
"1997";"92 jaar";"10003";"2194";"7809"
"1997";"93 jaar";"7512";"1671";"5841"
"1997";"94 jaar";"5516";"1165";"4351"
"1997";"95 jaar of ouder";"11404";"2226";"9178"
"1997";"95 jaar";".";".";"."
"1997";"96 jaar";".";".";"."
"1997";"97 jaar";".";".";"."
"1997";"98 jaar";".";".";"."
"1997";"99 jaar";".";".";"."
"1997";"100 jaar";".";".";"."
"1997";"101 jaar";".";".";"."
"1997";"102 jaar";".";".";"."
"1997";"103 jaar";".";".";"."
"1997";"104 jaar";".";".";"."
"1997";"105 jaar of ouder";".";".";"."
"1998";"Totaal";"15654192";"7740074";"7914118"
"1998";"0 jaar";"192308";"98146";"94162"
"1998";"1 jaar";"191191";"98321";"92870"
"1998";"2 jaar";"191890";"98123";"93767"
"1998";"3 jaar";"197246";"100907";"96339"
"1998";"4 jaar";"196732";"100466";"96266"
"1998";"5 jaar";"198600";"101813";"96787"
"1998";"6 jaar";"201177";"102743";"98434"
"1998";"7 jaar";"201520";"103312";"98208"
"1998";"8 jaar";"193410";"98589";"94821"
"1998";"9 jaar";"191403";"97867";"93536"
"1998";"10 jaar";"192255";"98602";"93653"
"1998";"11 jaar";"190796";"97122";"93674"
"1998";"12 jaar";"185351";"94572";"90779"
"1998";"13 jaar";"181681";"93056";"88625"
"1998";"14 jaar";"177370";"90693";"86677"
"1998";"15 jaar";"179402";"91860";"87542"
"1998";"16 jaar";"185892";"94938";"90954"
"1998";"17 jaar";"189578";"97322";"92256"
"1998";"18 jaar";"184621";"94334";"90287"
"1998";"19 jaar";"186747";"95182";"91565"
"1998";"20 jaar";"185675";"94291";"91384"
"1998";"21 jaar";"189590";"96429";"93161"
"1998";"22 jaar";"192712";"97235";"95477"
"1998";"23 jaar";"203801";"102917";"100884"
"1998";"24 jaar";"213755";"107784";"105971"
"1998";"25 jaar";"234662";"118423";"116239"
"1998";"26 jaar";"248371";"126155";"122216"
"1998";"27 jaar";"261013";"132871";"128142"
"1998";"28 jaar";"269265";"137473";"131792"
"1998";"29 jaar";"258183";"131689";"126494"
"1998";"30 jaar";"256769";"131285";"125484"
"1998";"31 jaar";"258998";"132724";"126274"
"1998";"32 jaar";"264244";"135650";"128594"
"1998";"33 jaar";"269950";"138246";"131704"
"1998";"34 jaar";"266242";"136147";"130095"
"1998";"35 jaar";"261777";"133326";"128451"
"1998";"36 jaar";"260079";"132141";"127938"
"1998";"37 jaar";"254167";"129410";"124757"
