ID,Uitkeringen,Perioden,SocialeUitkeringen_1
646,A045129,2020JJ00,6099
647,A045129,2021JJ00,6138
648,A051746,1995JJ00,0
649,A051746,1996JJ00,0
650,A051746,1997JJ00,0
651,A051746,1998JJ00,0
652,A051746,1999JJ00,0
653,A051746,2000JJ00,0
654,A051746,2001JJ00,0
655,A051746,2002JJ00,0
656,A051746,2003JJ00,0
657,A051746,2004JJ00,0
658,A051746,2005JJ00,0
659,A051746,2006JJ00,0
660,A051746,2007JJ00,0
661,A051746,2008JJ00,0
662,A051746,2009JJ00,0
663,A051746,2010JJ00,0
664,A051746,2011JJ00,0
665,A051746,2012JJ00,0
666,A051746,2013JJ00,0
667,A051746,2014JJ00,0
668,A051746,2015JJ00,0
669,A051746,2016JJ00,0
670,A051746,2017JJ00,0
671,A051746,2018JJ00,0
672,A051746,2019JJ00,0
673,A051746,2020JJ00,0
674,A051746,2021JJ00,1166
675,A045317,1995JJ00,25
676,A045317,1996JJ00,26
677,A045317,1997JJ00,29
678,A045317,1998JJ00,32
679,A045317,1999JJ00,36
680,A045317,2000JJ00,39
681,A045317,2001JJ00,58
682,A045317,2002JJ00,80
683,A045317,2003JJ00,82
684,A045317,2004JJ00,82
685,A045317,2005JJ00,74
686,A045317,2006JJ00,74
687,A045317,2007JJ00,77
688,A045317,2008JJ00,88
689,A045317,2009JJ00,82
690,A045317,2010JJ00,83
691,A045317,2011JJ00,86
692,A045317,2012JJ00,92
693,A045317,2013JJ00,98
694,A045317,2014JJ00,93
695,A045317,2015JJ00,92
696,A045317,2016JJ00,94
697,A045317,2017JJ00,111
698,A045317,2018JJ00,116
699,A045317,2019JJ00,121
700,A045317,2020JJ00,128
701,A045317,2021JJ00,67
702,A045138,1995JJ00,924
703,A045138,1996JJ00,1021
704,A045138,1997JJ00,1185
705,A045138,1998JJ00,1364
706,A045138,1999JJ00,1459
707,A045138,2000JJ00,1462
708,A045138,2001JJ00,1505
709,A045138,2002JJ00,1717
710,A045138,2003JJ00,1603
711,A045138,2004JJ00,1649
712,A045138,2005JJ00,1686
713,A045138,2006JJ00,2026
714,A045138,2007JJ00,2148
715,A045138,2008JJ00,2159
716,A045138,2009JJ00,2135
717,A045138,2010JJ00,2213
718,A045138,2011JJ00,2311
719,A045138,2012JJ00,2288
720,A045138,2013JJ00,2435
721,A045138,2014JJ00,2814
722,A045138,2015JJ00,3094
723,A045138,2016JJ00,3339
724,A045138,2017JJ00,3434
725,A045138,2018JJ00,3504
726,A045138,2019JJ00,3551
727,A045138,2020JJ00,3811
728,A045138,2021JJ00,4001
729,A045125,1995JJ00,232
730,A045125,1996JJ00,236
731,A045125,1997JJ00,247
732,A045125,1998JJ00,244
733,A045125,1999JJ00,263
734,A045125,2000JJ00,270
735,A045125,2001JJ00,239
736,A045125,2002JJ00,251
737,A045125,2003JJ00,233
738,A045125,2004JJ00,191
739,A045125,2005JJ00,151
740,A045125,2006JJ00,112
741,A045125,2007JJ00,111
742,A045125,2008JJ00,113
743,A045125,2009JJ00,153
744,A045125,2010JJ00,152
745,A045125,2011JJ00,161
746,A045125,2012JJ00,181
747,A045125,2013JJ00,197
748,A045125,2014JJ00,251
749,A045125,2015JJ00,298
750,A045125,2016JJ00,299
751,A045125,2017JJ00,318
752,A045125,2018JJ00,409
753,A045125,2019JJ00,379
754,A045125,2020JJ00,359
755,A045125,2021JJ00,325
756,A045148,1995JJ00,568
757,A045148,1996JJ00,532
758,A045148,1997JJ00,572
759,A045148,1998JJ00,734
760,A045148,1999JJ00,843
761,A045148,2000JJ00,944
762,A045148,2001JJ00,1044
763,A045148,2002JJ00,1046
764,A045148,2003JJ00,1029
765,A045148,2004JJ00,909
766,A045148,2005JJ00,871
767,A045148,2006JJ00,928
768,A045148,2007JJ00,1032
769,A045148,2008JJ00,1047
770,A045148,2009JJ00,1386
771,A045148,2010JJ00,1490
772,A045148,2011JJ00,1436
773,A045148,2012JJ00,1457
774,A045148,2013JJ00,1435
775,A045148,2014JJ00,1481
776,A045148,2015JJ00,2663
777,A045148,2016JJ00,2738
778,A045148,2017JJ00,2936
779,A045148,2018JJ00,3283
780,A045148,2019JJ00,3642
781,A045148,2020JJ00,3803
782,A045148,2021JJ00,4131
783,A045142,1995JJ00,30
784,A045142,1996JJ00,31
785,A045142,1997JJ00,35
786,A045142,1998JJ00,39
787,A045142,1999JJ00,43
788,A045142,2000JJ00,47
789,A045142,2001JJ00,70
790,A045142,2002JJ00,97
791,A045142,2003JJ00,98
792,A045142,2004JJ00,99
793,A045142,2005JJ00,610
794,A045142,2006JJ00,923
795,A045142,2007JJ00,2027
796,A045142,2008JJ00,2795
797,A045142,2009JJ00,3047
798,A045142,2010JJ00,2997
799,A045142,2011JJ00,2920
800,A045142,2012JJ00,2455
801,A045142,2013JJ00,2063
802,A045142,2014JJ00,1835
803,A045142,2015JJ00,1741
804,A045142,2016JJ00,2095
805,A045142,2017JJ00,2370
806,A045142,2018JJ00,2613
807,A045142,2019JJ00,3095
808,A045142,2020JJ00,2928
809,A045142,2021JJ00,3493
810,A045135,1995JJ00,0
811,A045135,1996JJ00,0
812,A045135,1997JJ00,0
813,A045135,1998JJ00,0
814,A045135,1999JJ00,0
815,A045135,2000JJ00,0
816,A045135,2001JJ00,0
817,A045135,2002JJ00,0
818,A045135,2003JJ00,0
819,A045135,2004JJ00,0
820,A045135,2005JJ00,0
821,A045135,2006JJ00,0
822,A045135,2007JJ00,0
823,A045135,2008JJ00,823
824,A045135,2009JJ00,942
825,A045135,2010JJ00,896
826,A045135,2011JJ00,976
827,A045135,2012JJ00,911
828,A045135,2013JJ00,896
829,A045135,2014JJ00,936
830,A045135,2015JJ00,1822
831,A045135,2016JJ00,1908
832,A045135,2017JJ00,1895
833,A045135,2018JJ00,1910
834,A045135,2019JJ00,2065
835,A045135,2020JJ00,2709
836,A045135,2021JJ00,2648
837,A045143,1995JJ00,91
838,A045143,1996JJ00,91
839,A045143,1997JJ00,91
840,A045143,1998JJ00,93
841,A045143,1999JJ00,95
842,A045143,2000JJ00,98
843,A045143,2001JJ00,130
844,A045143,2002JJ00,148
845,A045143,2003JJ00,156
846,A045143,2004JJ00,161
847,A045143,2005JJ00,169
848,A045143,2006JJ00,185
849,A045143,2007JJ00,199
850,A045143,2008JJ00,221
851,A045143,2009JJ00,247
852,A045143,2010JJ00,236
853,A045143,2011JJ00,244
854,A045143,2012JJ00,253
855,A045143,2013JJ00,237
856,A045143,2014JJ00,214
857,A045143,2015JJ00,193
858,A045143,2016JJ00,194
859,A045143,2017JJ00,199
860,A045143,2018JJ00,212
861,A045143,2019JJ00,275
862,A045143,2020JJ00,239
863,A045143,2021JJ00,317
864,A045134,1995JJ00,0
865,A045134,1996JJ00,0
866,A045134,1997JJ00,0
867,A045134,1998JJ00,0
868,A045134,1999JJ00,0
869,A045134,2000JJ00,0
870,A045134,2001JJ00,0
871,A045134,2002JJ00,0
872,A045134,2003JJ00,0
873,A045134,2004JJ00,0
874,A045134,2005JJ00,252
875,A045134,2006JJ00,299
876,A045134,2007JJ00,439
877,A045134,2008JJ00,483
878,A045134,2009JJ00,1217
879,A045134,2010JJ00,1178
880,A045134,2011JJ00,1108
881,A045134,2012JJ00,1124
882,A045134,2013JJ00,1198
883,A045134,2014JJ00,986
884,A045134,2015JJ00,1
885,A045134,2016JJ00,1
886,A045134,2017JJ00,0
887,A045134,2018JJ00,0
888,A045134,2019JJ00,0
889,A045134,2020JJ00,0
890,A045134,2021JJ00,0
891,A045128,1995JJ00,264
892,A045128,1996JJ00,223
893,A045128,1997JJ00,181
894,A045128,1998JJ00,143
895,A045128,1999JJ00,110
896,A045128,2000JJ00,83
897,A045128,2001JJ00,61
898,A045128,2002JJ00,51
899,A045128,2003JJ00,41
900,A045128,2004JJ00,36
901,A045128,2005JJ00,26
902,A045128,2006JJ00,22
903,A045128,2007JJ00,16
904,A045128,2008JJ00,5
905,A045128,2009JJ00,16
906,A045128,2010JJ00,28
907,A045128,2011JJ00,8
908,A045128,2012JJ00,38
909,A045128,2013JJ00,30
910,A045128,2014JJ00,20
911,A045128,2015JJ00,10
912,A045128,2016JJ00,6
913,A045128,2017JJ00,5
914,A045128,2018JJ00,4
915,A045128,2019JJ00,4
916,A045128,2020JJ00,3
917,A045128,2021JJ00,3
918,A045140,1995JJ00,163
919,A045140,1996JJ00,152
920,A045140,1997JJ00,162
921,A045140,1998JJ00,167
922,A045140,1999JJ00,173
923,A045140,2000JJ00,206
924,A045140,2001JJ00,256
925,A045140,2002JJ00,295
926,A045140,2003JJ00,316
927,A045140,2004JJ00,334
928,A045140,2005JJ00,340
929,A045140,2006JJ00,345
930,A045140,2007JJ00,355
931,A045140,2008JJ00,382
932,A045140,2009JJ00,402
933,A045140,2010JJ00,416
934,A045140,2011JJ00,416
935,A045140,2012JJ00,443
936,A045140,2013JJ00,443
937,A045140,2014JJ00,431
938,A045140,2015JJ00,435
939,A045140,2016JJ00,403
940,A045140,2017JJ00,362
941,A045140,2018JJ00,346
942,A045140,2019JJ00,389
943,A045140,2020JJ00,406
944,A045140,2021JJ00,426
945,A045147,1995JJ00,39
946,A045147,1996JJ00,88
947,A045147,1997JJ00,156
948,A045147,1998JJ00,234
949,A045147,1999JJ00,244
950,A045147,2000JJ00,394
951,A045147,2001JJ00,403
952,A045147,2002JJ00,466
953,A045147,2003JJ00,535
954,A045147,2004JJ00,583
955,A045147,2005JJ00,635
956,A045147,2006JJ00,424
957,A045147,2007JJ00,415
958,A045147,2008JJ00,343
959,A045147,2009JJ00,337
960,A045147,2010JJ00,333
961,A045147,2011JJ00,267
962,A045147,2012JJ00,166
963,A045147,2013JJ00,180
964,A045147,2014JJ00,174
965,A045147,2015JJ00,163
966,A045147,2016JJ00,177
967,A045147,2017JJ00,213
968,A045147,2018JJ00,224
969,A045147,2019JJ00,212
970,A045147,2020JJ00,194
971,A045147,2021JJ00,197
972,A045145,1995JJ00,0
973,A045145,1996JJ00,0
974,A045145,1997JJ00,0
975,A045145,1998JJ00,54
976,A045145,1999JJ00,85
977,A045145,2000JJ00,221
978,A045145,2001JJ00,244
979,A045145,2002JJ00,300
980,A045145,2003JJ00,308
981,A045145,2004JJ00,256
982,A045145,2005JJ00,190
983,A045145,2006JJ00,99
984,A045145,2007JJ00,62
985,A045145,2008JJ00,11
986,A045145,2009JJ00,6
987,A045145,2010JJ00,2
988,A045145,2011JJ00,0
989,A045145,2012JJ00,0
990,A045145,2013JJ00,0
991,A045145,2014JJ00,0
992,A045145,2015JJ00,0
993,A045145,2016JJ00,0
994,A045145,2017JJ00,0
995,A045145,2018JJ00,0
996,A045145,2019JJ00,0
997,A045145,2020JJ00,0
998,A045145,2021JJ00,0
999,A051747,1995JJ00,1691
1000,A051747,1996JJ00,1538
1001,A051747,1997JJ00,1458
1002,A051747,1998JJ00,1252
1003,A051747,1999JJ00,1167
1004,A051747,2000JJ00,1087
1005,A051747,2001JJ00,1005
1006,A051747,2002JJ00,770
1007,A051747,2003JJ00,1288
1008,A051747,2004JJ00,1589
1009,A051747,2005JJ00,2083
1010,A051747,2006JJ00,2471
1011,A051747,2007JJ00,2495
1012,A051747,2008JJ00,2501
1013,A051747,2009JJ00,2388
1014,A051747,2010JJ00,2342
1015,A051747,2011JJ00,2501
1016,A051747,2012JJ00,2870
1017,A051747,2013JJ00,2900
1018,A051747,2014JJ00,3100
1019,A051747,2015JJ00,3002
1020,A051747,2016JJ00,2666
1021,A051747,2017JJ00,2466
1022,A051747,2018JJ00,2503
1023,A051747,2019JJ00,2374
1024,A051747,2020JJ00,2212
1025,A051747,2021JJ00,2621
1026,A045132,1995JJ00,300
1027,A045132,1996JJ00,292
1028,A045132,1997JJ00,284
1029,A045132,1998JJ00,282
1030,A045132,1999JJ00,302
1031,A045132,2000JJ00,289
1032,A045132,2001JJ00,274
1033,A045132,2002JJ00,287
1034,A045132,2003JJ00,303
1035,A045132,2004JJ00,336
1036,A045132,2005JJ00,331
1037,A045132,2006JJ00,372
1038,A045132,2007JJ00,356
1039,A045132,2008JJ00,363
1040,A045132,2009JJ00,768
1041,A045132,2010JJ00,801
1042,A045132,2011JJ00,820
1043,A045132,2012JJ00,859
1044,A045132,2013JJ00,981
1045,A045132,2014JJ00,885
1046,A045132,2015JJ00,792
1047,A045132,2016JJ00,828
1048,A045132,2017JJ00,731
1049,A045132,2018JJ00,739
1050,A045132,2019JJ00,754
1051,A045132,2020JJ00,799
1052,A045132,2021JJ00,770
1053,A045318,1995JJ00,42
1054,A045318,1996JJ00,43
1055,A045318,1997JJ00,48
1056,A045318,1998JJ00,54
1057,A045318,1999JJ00,59
1058,A045318,2000JJ00,65
1059,A045318,2001JJ00,98
1060,A045318,2002JJ00,134
1061,A045318,2003JJ00,136
1062,A045318,2004JJ00,136
1063,A045318,2005JJ00,124
1064,A045318,2006JJ00,123
1065,A045318,2007JJ00,128
1066,A045318,2008JJ00,146
1067,A045318,2009JJ00,136
1068,A045318,2010JJ00,139
1069,A045318,2011JJ00,143
1070,A045318,2012JJ00,153
1071,A045318,2013JJ00,163
1072,A045318,2014JJ00,156
1073,A045318,2015JJ00,155
1074,A045318,2016JJ00,157
1075,A045318,2017JJ00,185
1076,A045318,2018JJ00,189
1077,A045318,2019JJ00,193
1078,A045318,2020JJ00,198
1079,A045318,2021JJ00,204
1080,A045124,1995JJ00,0
1081,A045124,1996JJ00,0
1082,A045124,1997JJ00,0
1083,A045124,1998JJ00,1007
1084,A045124,1999JJ00,982
1085,A045124,2000JJ00,1024
1086,A045124,2001JJ00,1132
1087,A045124,2002JJ00,1135
1088,A045124,2003JJ00,1283
1089,A045124,2004JJ00,1326
1090,A045124,2005JJ00,1419
1091,A045124,2006JJ00,1525
1092,A045124,2007JJ00,1716
1093,A045124,2008JJ00,1894
1094,A045124,2009JJ00,2085
1095,A045124,2010JJ00,2230
1096,A045124,2011JJ00,2381
1097,A045124,2012JJ00,2523
1098,A045124,2013JJ00,2713
1099,A045124,2014JJ00,2879
1100,A045124,2015JJ00,3010
1101,A045124,2016JJ00,3090
1102,A045124,2017JJ00,3163
1103,A045124,2018JJ00,3168
1104,A045124,2019JJ00,3237
1105,A045124,2020JJ00,3413
1106,A045124,2021JJ00,3500
1107,A045131,1995JJ00,0
1108,A045131,1996JJ00,0
1109,A045131,1997JJ00,0
1110,A045131,1998JJ00,0
1111,A045131,1999JJ00,0
1112,A045131,2000JJ00,0
1113,A045131,2001JJ00,0
1114,A045131,2002JJ00,0
1115,A045131,2003JJ00,0
1116,A045131,2004JJ00,0
1117,A045131,2005JJ00,0
1118,A045131,2006JJ00,0
1119,A045131,2007JJ00,0
1120,A045131,2008JJ00,0
1121,A045131,2009JJ00,9
1122,A045131,2010JJ00,270
1123,A045131,2011JJ00,435
1124,A045131,2012JJ00,0
1125,A045131,2013JJ00,0
1126,A045131,2014JJ00,0
1127,A045131,2015JJ00,0
1128,A045131,2016JJ00,0
1129,A045131,2017JJ00,0
1130,A045131,2018JJ00,0
1131,A045131,2019JJ00,0
1132,A045131,2020JJ00,0
1133,A045131,2021JJ00,0
1134,A045137,1995JJ00,0
1135,A045137,1996JJ00,0
1136,A045137,1997JJ00,0
1137,A045137,1998JJ00,0
1138,A045137,1999JJ00,0
1139,A045137,2000JJ00,0
1140,A045137,2001JJ00,0
1141,A045137,2002JJ00,0
1142,A045137,2003JJ00,0
1143,A045137,2004JJ00,0
1144,A045137,2005JJ00,0
1145,A045137,2006JJ00,0
1146,A045137,2007JJ00,1915
1147,A045137,2008JJ00,1993
1148,A045137,2009JJ00,2154
1149,A045137,2010JJ00,2340
1150,A045137,2011JJ00,2291
1151,A045137,2012JJ00,2233
1152,A045137,2013JJ00,2027
1153,A045137,2014JJ00,1835
1154,A045137,2015JJ00,5265
1155,A045137,2016JJ00,5338
1156,A045137,2017JJ00,5481
1157,A045137,2018JJ00,5880
1158,A045137,2019JJ00,6341
1159,A045137,2020JJ00,6552
1160,A045137,2021JJ00,6515
1161,A045144,1995JJ00,1524
1162,A045144,1996JJ00,1500
1163,A045144,1997JJ00,0
1164,A045144,1998JJ00,0
1165,A045144,1999JJ00,0
1166,A045144,2000JJ00,0
1167,A045144,2001JJ00,0
1168,A045144,2002JJ00,0
1169,A045144,2003JJ00,0
1170,A045144,2004JJ00,0
1171,A045144,2005JJ00,0
1172,A045144,2006JJ00,0
1173,A045144,2007JJ00,0
1174,A045144,2008JJ00,0
1175,A045144,2009JJ00,0
1176,A045144,2010JJ00,0
1177,A045144,2011JJ00,0
1178,A045144,2012JJ00,0
1179,A045144,2013JJ00,0
1180,A045144,2014JJ00,0
1181,A045144,2015JJ00,0
1182,A045144,2016JJ00,0
1183,A045144,2017JJ00,0
1184,A045144,2018JJ00,0
1185,A045144,2019JJ00,0
1186,A045144,2020JJ00,0
1187,A045144,2021JJ00,0
1188,A045136,1995JJ00,454
1189,A045136,1996JJ00,499
1190,A045136,1997JJ00,598
1191,A045136,1998JJ00,606
1192,A045136,1999JJ00,628
1193,A045136,2000JJ00,652
1194,A045136,2001JJ00,657
1195,A045136,2002JJ00,680
1196,A045136,2003JJ00,687
1197,A045136,2004JJ00,714
1198,A045136,2005JJ00,640
1199,A045136,2006JJ00,664
1200,A045136,2007JJ00,0
1201,A045136,2008JJ00,0
1202,A045136,2009JJ00,0
1203,A045136,2010JJ00,0
1204,A045136,2011JJ00,0
1205,A045136,2012JJ00,0
1206,A045136,2013JJ00,0
1207,A045136,2014JJ00,0
1208,A045136,2015JJ00,0
1209,A045136,2016JJ00,0
1210,A045136,2017JJ00,0
1211,A045136,2018JJ00,0
1212,A045136,2019JJ00,0
1213,A045136,2020JJ00,0
1214,A045136,2021JJ00,0
1215,A045316,1995JJ00,48
1216,A045316,1996JJ00,49
1217,A045316,1997JJ00,53
1218,A045316,1998JJ00,60
1219,A045316,1999JJ00,66
1220,A045316,2000JJ00,72
1221,A045316,2001JJ00,109
1222,A045316,2002JJ00,150
1223,A045316,2003JJ00,153
1224,A045316,2004JJ00,153
1225,A045316,2005JJ00,139
1226,A045316,2006JJ00,139
1227,A045316,2007JJ00,144
1228,A045316,2008JJ00,164
1229,A045316,2009JJ00,153
1230,A045316,2010JJ00,156
1231,A045316,2011JJ00,161
1232,A045316,2012JJ00,172
1233,A045316,2013JJ00,182
1234,A045316,2014JJ00,175
1235,A045316,2015JJ00,174
1236,A045316,2016JJ00,177
1237,A045316,2017JJ00,208
1238,A045316,2018JJ00,217
1239,A045316,2019JJ00,225
1240,A045316,2020JJ00,238
1241,A045316,2021JJ00,245
1242,A045133,1995JJ00,0
1243,A045133,1996JJ00,0
1244,A045133,1997JJ00,0
1245,A045133,1998JJ00,0
1246,A045133,1999JJ00,0
1247,A045133,2000JJ00,0
1248,A045133,2001JJ00,0
1249,A045133,2002JJ00,0
1250,A045133,2003JJ00,0
1251,A045133,2004JJ00,0
1252,A045133,2005JJ00,0
1253,A045133,2006JJ00,2503
1254,A045133,2007JJ00,2706
1255,A045133,2008JJ00,3357
1256,A045133,2009JJ00,3570
1257,A045133,2010JJ00,3835
1258,A045133,2011JJ00,4714
1259,A045133,2012JJ00,4589
1260,A045133,2013JJ00,5137
1261,A045133,2014JJ00,4030
1262,A045133,2015JJ00,3899
1263,A045133,2016JJ00,4204
1264,A045133,2017JJ00,4240
1265,A045133,2018JJ00,4594
1266,A045133,2019JJ00,4909
1267,A045133,2020JJ00,5230
1268,A045133,2021JJ00,5473
1269,A045151,1995JJ00,655
1270,A045151,1996JJ00,631
1271,A045151,1997JJ00,658
1272,A045151,1998JJ00,810
1273,A045151,1999JJ00,929
1274,A045151,2000JJ00,1029
1275,A045151,2001JJ00,1165
1276,A045151,2002JJ00,1174
1277,A045151,2003JJ00,1006
1278,A045151,2004JJ00,934
1279,A045151,2005JJ00,852
1280,A045151,2006JJ00,751
1281,A045151,2007JJ00,803
1282,A045151,2008JJ00,1059
1283,A045151,2009JJ00,789
1284,A045151,2010JJ00,1257
1285,A045151,2011JJ00,1251
1286,A045151,2012JJ00,1244
1287,A045151,2013JJ00,892
1288,A045151,2014JJ00,837
1289,A045151,2015JJ00,518
1290,A045151,2016JJ00,423
1291,A045151,2017JJ00,540
1292,A045151,2018JJ00,561
1293,A045151,2019JJ00,547
1294,A045151,2020JJ00,629
1295,A045151,2021JJ00,725